"Name","Version","Purl","License"
"is-number","7.0.0","pkg:npm/is-number@7.0.0","MIT"
"is-number-object","1.1.1","pkg:npm/is-number-object@1.1.1","MIT"
"is-obj","1.0.1","pkg:npm/is-obj@1.0.1","MIT"
"is-path-inside","3.0.3","pkg:npm/is-path-inside@3.0.3","MIT"
"is-plain-obj","3.0.0","pkg:npm/is-plain-obj@3.0.0","MIT"
"is-potential-custom-element-name","1.0.1","pkg:npm/is-potential-custom-element-name@1.0.1","MIT"
"is-regex","1.2.1","pkg:npm/is-regex@1.2.1","MIT"
"is-regexp","1.0.0","pkg:npm/is-regexp@1.0.0","MIT"
"is-root","2.1.0","pkg:npm/is-root@2.1.0","MIT"
"is-set","2.0.3","pkg:npm/is-set@2.0.3","MIT"
"is-shared-array-buffer","1.0.4","pkg:npm/is-shared-array-buffer@1.0.4","MIT"
"is-stream","2.0.1","pkg:npm/is-stream@2.0.1","MIT"
"is-string","1.1.1","pkg:npm/is-string@1.1.1","MIT"
"is-symbol","1.1.1","pkg:npm/is-symbol@1.1.1","MIT"
"istanbul-lib-coverage","3.2.2","pkg:npm/istanbul-lib-coverage@3.2.2","BSD-3-Clause"
"istanbul-lib-instrument","5.2.1","pkg:npm/istanbul-lib-instrument@5.2.1","BSD-3-Clause"
"istanbul-lib-report","3.0.1","pkg:npm/istanbul-lib-report@3.0.1","BSD-3-Clause"
"istanbul-lib-source-maps","4.0.1","pkg:npm/istanbul-lib-source-maps@4.0.1","BSD-3-Clause"
"istanbul-reports","3.2.0","pkg:npm/istanbul-reports@3.2.0","BSD-3-Clause"
"is-typedarray","1.0.0","pkg:npm/is-typedarray@1.0.0","MIT"
"is-typed-array","1.1.15","pkg:npm/is-typed-array@1.1.15","MIT"
"is-weakmap","2.0.2","pkg:npm/is-weakmap@2.0.2","MIT"
"is-weakref","1.1.1","pkg:npm/is-weakref@1.1.1","MIT"
"is-weakset","2.0.4","pkg:npm/is-weakset@2.0.4","MIT"
"is-wsl","2.2.0","pkg:npm/is-wsl@2.2.0","MIT"
"is-wsl","3.1.0","pkg:npm/is-wsl@3.1.0","MIT"
"jackspeak","3.4.3","pkg:npm/jackspeak@3.4.3","BlueOak-1.0.0"
"jake","10.9.4","pkg:npm/jake@10.9.4","Apache-2.0"
"jest","27.5.1","pkg:npm/jest@27.5.1","MIT"
"jest-changed-files","27.5.1","pkg:npm/jest-changed-files@27.5.1","MIT"
"jest-circus","27.5.1","pkg:npm/jest-circus@27.5.1","MIT"
"jest-cli","27.5.1","pkg:npm/jest-cli@27.5.1","MIT"
"jest-config","27.5.1","pkg:npm/jest-config@27.5.1","MIT"
"jest-diff","27.5.1","pkg:npm/jest-diff@27.5.1","MIT"
"jest-docblock","27.5.1","pkg:npm/jest-docblock@27.5.1","MIT"
"jest-each","27.5.1","pkg:npm/jest-each@27.5.1","MIT"
"jest-environment-jsdom","27.5.1","pkg:npm/jest-environment-jsdom@27.5.1","MIT"
"jest-environment-node","27.5.1","pkg:npm/jest-environment-node@27.5.1","MIT"
"jest-get-type","27.5.1","pkg:npm/jest-get-type@27.5.1","MIT"
"jest-haste-map","27.5.1","pkg:npm/jest-haste-map@27.5.1","MIT"
"jest-jasmine2","27.5.1","pkg:npm/jest-jasmine2@27.5.1","MIT"
"jest-leak-detector","27.5.1","pkg:npm/jest-leak-detector@27.5.1","MIT"
"jest-matcher-utils","27.5.1","pkg:npm/jest-matcher-utils@27.5.1","MIT"
"jest-message-util","27.5.1","pkg:npm/jest-message-util@27.5.1","MIT"
"jest-message-util","28.1.3","pkg:npm/jest-message-util@28.1.3","MIT"
"jest-mock","27.5.1","pkg:npm/jest-mock@27.5.1","MIT"
"jest-pnp-resolver","1.2.3","pkg:npm/jest-pnp-resolver@1.2.3","MIT"
"jest-regex-util","27.5.1","pkg:npm/jest-regex-util@27.5.1","MIT"
"jest-regex-util","28.0.2","pkg:npm/jest-regex-util@28.0.2","MIT"
"jest-resolve","27.5.1","pkg:npm/jest-resolve@27.5.1","MIT"
"jest-resolve-dependencies","27.5.1","pkg:npm/jest-resolve-dependencies@27.5.1","MIT"
"jest-runner","27.5.1","pkg:npm/jest-runner@27.5.1","MIT"
"jest-runtime","27.5.1","pkg:npm/jest-runtime@27.5.1","MIT"
"jest-serializer","27.5.1","pkg:npm/jest-serializer@27.5.1","MIT"
"jest-snapshot","27.5.1","pkg:npm/jest-snapshot@27.5.1","MIT"
"jest-util","27.5.1","pkg:npm/jest-util@27.5.1","MIT"
"jest-util","28.1.3","pkg:npm/jest-util@28.1.3","MIT"
"jest-validate","27.5.1","pkg:npm/jest-validate@27.5.1","MIT"
"jest-watcher","27.5.1","pkg:npm/jest-watcher@27.5.1","MIT"
"jest-watcher","28.1.3","pkg:npm/jest-watcher@28.1.3","MIT"
"jest-watch-typeahead","1.1.0","pkg:npm/jest-watch-typeahead@1.1.0","MIT"
"jest-worker","26.6.2","pkg:npm/jest-worker@26.6.2","MIT"
"jest-worker","27.5.1","pkg:npm/jest-worker@27.5.1","MIT"
"jest-worker","28.1.3","pkg:npm/jest-worker@28.1.3","MIT"
"jiti","1.21.7","pkg:npm/jiti@1.21.7","MIT"
"jsdom","16.7.0","pkg:npm/jsdom@16.7.0","MIT"
"jsesc","3.0.2","pkg:npm/jsesc@3.0.2","MIT"
"jsesc","3.1.0","pkg:npm/jsesc@3.1.0","MIT"
"json5","1.0.2","pkg:npm/json5@1.0.2","MIT"
"json5","2.2.3","pkg:npm/json5@2.2.3","MIT"
"json-buffer","3.0.1","pkg:npm/json-buffer@3.0.1","MIT"
"jsonfile","6.2.0","pkg:npm/jsonfile@6.2.0","MIT"
"json-parse-even-better-errors","2.3.1","pkg:npm/json-parse-even-better-errors@2.3.1","MIT"
"jsonpath","1.1.1","pkg:npm/jsonpath@1.1.1","MIT"
"jsonpointer","5.0.1","pkg:npm/jsonpointer@5.0.1","MIT"
"json-schema","0.4.0","pkg:npm/json-schema@0.4.0","(AFL-2.1 OR BSD-3-Clause)"
"json-schema-traverse","0.4.1","pkg:npm/json-schema-traverse@0.4.1","MIT"
"json-schema-traverse","1.0.0","pkg:npm/json-schema-traverse@1.0.0","MIT"
"json-stable-stringify-without-jsonify","1.0.1","pkg:npm/json-stable-stringify-without-jsonify@1.0.1","MIT"
"js-sdsl","4.4.2","pkg:npm/js-sdsl@4.4.2","MIT"
"js-tokens","4.0.0","pkg:npm/js-tokens@4.0.0","MIT"
"jsx-ast-utils","3.3.5","pkg:npm/jsx-ast-utils@3.3.5","MIT"
"js-yaml","3.14.1","pkg:npm/js-yaml@3.14.1","MIT"
"js-yaml","4.1.0","pkg:npm/js-yaml@4.1.0","MIT"
"keyv","4.5.4","pkg:npm/keyv@4.5.4","MIT"
"kind-of","6.0.3","pkg:npm/kind-of@6.0.3","MIT"
"kleur","3.0.3","pkg:npm/kleur@3.0.3","MIT"
"klona","2.0.6","pkg:npm/klona@2.0.6","MIT"
"language-subtag-registry","0.3.23","pkg:npm/language-subtag-registry@0.3.23","CC0-1.0"
"language-tags","1.0.5","pkg:npm/language-tags@1.0.5","MIT"
"launch-editor","2.11.1","pkg:npm/launch-editor@2.11.1","MIT"
"leven","3.1.0","pkg:npm/leven@3.1.0","MIT"
"levn","0.3.0","pkg:npm/levn@0.3.0","MIT"
"levn","0.4.1","pkg:npm/levn@0.4.1","MIT"
"lilconfig","2.1.0","pkg:npm/lilconfig@2.1.0","MIT"
"lilconfig","3.1.3","pkg:npm/lilconfig@3.1.3","MIT"
"lines-and-columns","1.2.4","pkg:npm/lines-and-columns@1.2.4","MIT"
"loader-runner","4.3.0","pkg:npm/loader-runner@4.3.0","MIT"
"loader-utils","2.0.4","pkg:npm/loader-utils@2.0.4","MIT"
"loader-utils","3.3.1","pkg:npm/loader-utils@3.3.1","MIT"
"locate-path","3.0.0","pkg:npm/locate-path@3.0.0","MIT"
"locate-path","5.0.0","pkg:npm/locate-path@5.0.0","MIT"
"locate-path","6.0.0","pkg:npm/locate-path@6.0.0","MIT"
"lodash","4.17.21","pkg:npm/lodash@4.17.21","MIT"
"lodash.debounce","4.0.8","pkg:npm/lodash.debounce@4.0.8","MIT"
"lodash.memoize","4.1.2","pkg:npm/lodash.memoize@4.1.2","MIT"
"lodash.merge","4.6.2","pkg:npm/lodash.merge@4.6.2","MIT"
"lodash.sortby","4.7.0","pkg:npm/lodash.sortby@4.7.0","MIT"
"lodash.uniq","4.5.0","pkg:npm/lodash.uniq@4.5.0","MIT"
"loose-envify","1.4.0","pkg:npm/loose-envify@1.4.0","MIT"
"lower-case","2.0.2","pkg:npm/lower-case@2.0.2","MIT"
"lru-cache","10.4.3","pkg:npm/lru-cache@10.4.3","ISC"
"lru-cache","5.1.1","pkg:npm/lru-cache@5.1.1","ISC"
"magic-string","0.25.9","pkg:npm/magic-string@0.25.9","MIT"
"make-dir","3.1.0","pkg:npm/make-dir@3.1.0","MIT"
"make-dir","4.0.0","pkg:npm/make-dir@4.0.0","MIT"
"makeerror","1.0.12","pkg:npm/makeerror@1.0.12","BSD-3-Clause"
"material-dashboard-2-react","2.2.0","pkg:npm/material-dashboard-2-react@2.2.0","See license in https://www.creative-tim.com/license"
"math-intrinsics","1.1.0","pkg:npm/math-intrinsics@1.1.0","MIT"
"mdn-data","2.0.28","pkg:npm/mdn-data@2.0.28","CC0-1.0"
"mdn-data","2.0.30","pkg:npm/mdn-data@2.0.30","CC0-1.0"
"media-typer","0.3.0","pkg:npm/media-typer@0.3.0","MIT"
"memfs","3.5.3","pkg:npm/memfs@3.5.3","Unlicense"
"memfs","4.42.0","pkg:npm/memfs@4.42.0","Apache-2.0"
"merge2","1.4.1","pkg:npm/merge2@1.4.1","MIT"
"merge-descriptors","1.0.3","pkg:npm/merge-descriptors@1.0.3","MIT"
"merge-stream","2.0.0","pkg:npm/merge-stream@2.0.0","MIT"
"methods","1.1.2","pkg:npm/methods@1.1.2","MIT"
"micromatch","4.0.8","pkg:npm/micromatch@4.0.8","MIT"
"mime","1.6.0","pkg:npm/mime@1.6.0","MIT"
"mime-db","1.52.0","pkg:npm/mime-db@1.52.0","MIT"
"mime-db","1.54.0","pkg:npm/mime-db@1.54.0","MIT"
"mime-types","2.1.35","pkg:npm/mime-types@2.1.35","MIT"
"mime-types","3.0.1","pkg:npm/mime-types@3.0.1","MIT"
"mimic-fn","2.1.0","pkg:npm/mimic-fn@2.1.0","MIT"
"mini-css-extract-plugin","2.9.4","pkg:npm/mini-css-extract-plugin@2.9.4","MIT"
"minimalistic-assert","1.0.1","pkg:npm/minimalistic-assert@1.0.1","ISC"
"minimatch","3.1.2","pkg:npm/minimatch@3.1.2","ISC"
"minimatch","5.1.6","pkg:npm/minimatch@5.1.6","ISC"
"minimatch","9.0.5","pkg:npm/minimatch@9.0.5","ISC"
"minimist","1.2.8","pkg:npm/minimist@1.2.8","MIT"
"minipass","7.1.2","pkg:npm/minipass@7.1.2","ISC"
"moo","0.5.2","pkg:npm/moo@0.5.2","BSD-3-Clause"
"ms","2.0.0","pkg:npm/ms@2.0.0","MIT"
"ms","2.1.3","pkg:npm/ms@2.1.3","MIT"
"multicast-dns","7.2.5","pkg:npm/multicast-dns@7.2.5","MIT"
"mz","2.7.0","pkg:npm/mz@2.7.0","MIT"
"nanoid","3.3.11","pkg:npm/nanoid@3.3.11","MIT"
"natural-compare","1.4.0","pkg:npm/natural-compare@1.4.0","MIT"
"natural-compare-lite","1.4.0","pkg:npm/natural-compare-lite@1.4.0","MIT"
"nearley","2.20.1","pkg:npm/nearley@2.20.1","MIT"
"negotiator","0.6.3","pkg:npm/negotiator@0.6.3","MIT"
"negotiator","0.6.4","pkg:npm/negotiator@0.6.4","MIT"
"neo-async","2.6.2","pkg:npm/neo-async@2.6.2","MIT"
"no-case","3.0.4","pkg:npm/no-case@3.0.4","MIT"
"node-forge","1.3.1","pkg:npm/node-forge@1.3.1","(BSD-3-Clause OR GPL-2.0)"
"node-int64","0.4.0","pkg:npm/node-int64@0.4.0","MIT"
"node-releases","2.0.19","pkg:npm/node-releases@2.0.19","MIT"
"normalize-path","3.0.0","pkg:npm/normalize-path@3.0.0","MIT"
"normalize-range","0.1.2","pkg:npm/normalize-range@0.1.2","MIT"
"normalize-url","6.1.0","pkg:npm/normalize-url@6.1.0","MIT"
"npm-run-path","4.0.1","pkg:npm/npm-run-path@4.0.1","MIT"
"nth-check","2.1.1","pkg:npm/nth-check@2.1.1","BSD-2-Clause"
"nwsapi","2.2.21","pkg:npm/nwsapi@2.2.21","MIT"
"object.assign","4.1.7","pkg:npm/object.assign@4.1.7","MIT"
"object.entries","1.1.9","pkg:npm/object.entries@1.1.9","MIT"
"object.fromentries","2.0.8","pkg:npm/object.fromentries@2.0.8","MIT"
"object.hasown","1.1.4","pkg:npm/object.hasown@1.1.4","MIT"
"object.values","1.2.1","pkg:npm/object.values@1.2.1","MIT"
"object-assign","4.1.1","pkg:npm/object-assign@4.1.1","MIT"
"object-hash","3.0.0","pkg:npm/object-hash@3.0.0","MIT"
"object-inspect","1.13.4","pkg:npm/object-inspect@1.13.4","MIT"
"object-keys","1.1.1","pkg:npm/object-keys@1.1.1","MIT"
"obuf","1.1.2","pkg:npm/obuf@1.1.2","MIT"
"once","1.4.0","pkg:npm/once@1.4.0","ISC"
"onetime","5.1.2","pkg:npm/onetime@5.1.2","MIT"
"on-finished","2.4.1","pkg:npm/on-finished@2.4.1","MIT"
"on-headers","1.1.0","pkg:npm/on-headers@1.1.0","MIT"
"open","10.2.0","pkg:npm/open@10.2.0","MIT"
"open","8.4.2","pkg:npm/open@8.4.2","MIT"
"optionator","0.8.3","pkg:npm/optionator@0.8.3","MIT"
"optionator","0.9.4","pkg:npm/optionator@0.9.4","MIT"
"own-keys","1.0.1","pkg:npm/own-keys@1.0.1","MIT"
"package-json-from-dist","1.0.1","pkg:npm/package-json-from-dist@1.0.1","BlueOak-1.0.0"
"param-case","3.0.4","pkg:npm/param-case@3.0.4","MIT"
"parent-module","1.0.1","pkg:npm/parent-module@1.0.1","MIT"
"parse5","6.0.1","pkg:npm/parse5@6.0.1","MIT"
"parse-json","5.2.0","pkg:npm/parse-json@5.2.0","MIT"
"parseurl","1.3.3","pkg:npm/parseurl@1.3.3","MIT"
"pascal-case","3.1.2","pkg:npm/pascal-case@3.1.2","MIT"
"path-exists","3.0.0","pkg:npm/path-exists@3.0.0","MIT"
"path-exists","4.0.0","pkg:npm/path-exists@4.0.0","MIT"
"path-is-absolute","1.0.1","pkg:npm/path-is-absolute@1.0.1","MIT"
"path-key","3.1.1","pkg:npm/path-key@3.1.1","MIT"
"path-parse","1.0.7","pkg:npm/path-parse@1.0.7","MIT"
"path-scurry","1.11.1","pkg:npm/path-scurry@1.11.1","BlueOak-1.0.0"
"path-to-regexp","0.1.12","pkg:npm/path-to-regexp@0.1.12","MIT"
"path-type","4.0.0","pkg:npm/path-type@4.0.0","MIT"
"performance-now","2.1.0","pkg:npm/performance-now@2.1.0","MIT"
"picocolors","1.1.1","pkg:npm/picocolors@1.1.1","ISC"
"picomatch","2.3.1","pkg:npm/picomatch@2.3.1","MIT"
"pify","2.3.0","pkg:npm/pify@2.3.0","MIT"
"pirates","4.0.7","pkg:npm/pirates@4.0.7","MIT"
"pkg-dir","4.2.0","pkg:npm/pkg-dir@4.2.0","MIT"
"pkg-up","3.1.0","pkg:npm/pkg-up@3.1.0","MIT"
"p-limit","2.3.0","pkg:npm/p-limit@2.3.0","MIT"
"p-limit","3.1.0","pkg:npm/p-limit@3.1.0","MIT"
"p-locate","3.0.0","pkg:npm/p-locate@3.0.0","MIT"
"p-locate","4.1.0","pkg:npm/p-locate@4.1.0","MIT"
"p-locate","5.0.0","pkg:npm/p-locate@5.0.0","MIT"
"possible-typed-array-names","1.1.0","pkg:npm/possible-typed-array-names@1.1.0","MIT"
"postcss","8.4.31","pkg:npm/postcss@8.4.31","MIT"
"postcss-attribute-case-insensitive","5.0.2","pkg:npm/postcss-attribute-case-insensitive@5.0.2","MIT"
"postcss-browser-comments","4.0.0","pkg:npm/postcss-browser-comments@4.0.0","CC0-1.0"
"postcss-calc","8.2.4","pkg:npm/postcss-calc@8.2.4","MIT"
"postcss-clamp","4.1.0","pkg:npm/postcss-clamp@4.1.0","MIT"
"postcss-color-functional-notation","4.2.4","pkg:npm/postcss-color-functional-notation@4.2.4","CC0-1.0"
"postcss-color-hex-alpha","8.0.4","pkg:npm/postcss-color-hex-alpha@8.0.4","MIT"
"postcss-colormin","5.3.1","pkg:npm/postcss-colormin@5.3.1","MIT"
"postcss-color-rebeccapurple","7.1.1","pkg:npm/postcss-color-rebeccapurple@7.1.1","CC0-1.0"
"postcss-convert-values","5.1.3","pkg:npm/postcss-convert-values@5.1.3","MIT"
"postcss-custom-media","8.0.2","pkg:npm/postcss-custom-media@8.0.2","MIT"
"postcss-custom-properties","12.1.11","pkg:npm/postcss-custom-properties@12.1.11","MIT"
"postcss-custom-selectors","6.0.3","pkg:npm/postcss-custom-selectors@6.0.3","MIT"
"postcss-dir-pseudo-class","6.0.5","pkg:npm/postcss-dir-pseudo-class@6.0.5","CC0-1.0"
"postcss-discard-comments","5.1.2","pkg:npm/postcss-discard-comments@5.1.2","MIT"
"postcss-discard-duplicates","5.1.0","pkg:npm/postcss-discard-duplicates@5.1.0","MIT"
"postcss-discard-empty","5.1.1","pkg:npm/postcss-discard-empty@5.1.1","MIT"
"postcss-discard-overridden","5.1.0","pkg:npm/postcss-discard-overridden@5.1.0","MIT"
"postcss-double-position-gradients","3.1.2","pkg:npm/postcss-double-position-gradients@3.1.2","CC0-1.0"
"postcss-env-function","4.0.6","pkg:npm/postcss-env-function@4.0.6","CC0-1.0"
"postcss-flexbugs-fixes","5.0.2","pkg:npm/postcss-flexbugs-fixes@5.0.2","MIT"
"postcss-focus-visible","6.0.4","pkg:npm/postcss-focus-visible@6.0.4","CC0-1.0"
"postcss-focus-within","5.0.4","pkg:npm/postcss-focus-within@5.0.4","CC0-1.0"
"postcss-font-variant","5.0.0","pkg:npm/postcss-font-variant@5.0.0","MIT"
"postcss-gap-properties","3.0.5","pkg:npm/postcss-gap-properties@3.0.5","CC0-1.0"
"postcss-image-set-function","4.0.7","pkg:npm/postcss-image-set-function@4.0.7","CC0-1.0"
"postcss-import","15.1.0","pkg:npm/postcss-import@15.1.0","MIT"
"postcss-initial","4.0.1","pkg:npm/postcss-initial@4.0.1","MIT"
"postcss-js","4.0.1","pkg:npm/postcss-js@4.0.1","MIT"
"postcss-lab-function","4.2.1","pkg:npm/postcss-lab-function@4.2.1","CC0-1.0"
"postcss-load-config","4.0.2","pkg:npm/postcss-load-config@4.0.2","MIT"
"postcss-loader","6.2.1","pkg:npm/postcss-loader@6.2.1","MIT"
"postcss-logical","5.0.4","pkg:npm/postcss-logical@5.0.4","CC0-1.0"
"postcss-media-minmax","5.0.0","pkg:npm/postcss-media-minmax@5.0.0","MIT"
"postcss-merge-longhand","5.1.7","pkg:npm/postcss-merge-longhand@5.1.7","MIT"
"postcss-merge-rules","5.1.4","pkg:npm/postcss-merge-rules@5.1.4","MIT"
"postcss-minify-font-values","5.1.0","pkg:npm/postcss-minify-font-values@5.1.0","MIT"
"postcss-minify-gradients","5.1.1","pkg:npm/postcss-minify-gradients@5.1.1","MIT"
"postcss-minify-params","5.1.4","pkg:npm/postcss-minify-params@5.1.4","MIT"
"postcss-minify-selectors","5.2.1","pkg:npm/postcss-minify-selectors@5.2.1","MIT"
"postcss-modules-extract-imports","3.1.0","pkg:npm/postcss-modules-extract-imports@3.1.0","ISC"
"postcss-modules-local-by-default","4.2.0","pkg:npm/postcss-modules-local-by-default@4.2.0","MIT"
"postcss-modules-scope","3.2.1","pkg:npm/postcss-modules-scope@3.2.1","ISC"
"postcss-modules-values","4.0.0","pkg:npm/postcss-modules-values@4.0.0","ISC"
"postcss-nested","6.2.0","pkg:npm/postcss-nested@6.2.0","MIT"
"postcss-nesting","10.2.0","pkg:npm/postcss-nesting@10.2.0","CC0-1.0"
"postcss-normalize","10.0.1","pkg:npm/postcss-normalize@10.0.1","CC0-1.0"
"postcss-normalize-charset","5.1.0","pkg:npm/postcss-normalize-charset@5.1.0","MIT"
"postcss-normalize-display-values","5.1.0","pkg:npm/postcss-normalize-display-values@5.1.0","MIT"
"postcss-normalize-positions","5.1.1","pkg:npm/postcss-normalize-positions@5.1.1","MIT"
"postcss-normalize-repeat-style","5.1.1","pkg:npm/postcss-normalize-repeat-style@5.1.1","MIT"
"postcss-normalize-string","5.1.0","pkg:npm/postcss-normalize-string@5.1.0","MIT"
"postcss-normalize-timing-functions","5.1.0","pkg:npm/postcss-normalize-timing-functions@5.1.0","MIT"
"postcss-normalize-unicode","5.1.1","pkg:npm/postcss-normalize-unicode@5.1.1","MIT"
"postcss-normalize-url","5.1.0","pkg:npm/postcss-normalize-url@5.1.0","MIT"
"postcss-normalize-whitespace","5.1.1","pkg:npm/postcss-normalize-whitespace@5.1.1","MIT"
"postcss-opacity-percentage","1.1.3","pkg:npm/postcss-opacity-percentage@1.1.3","MIT"
"postcss-ordered-values","5.1.3","pkg:npm/postcss-ordered-values@5.1.3","MIT"
"postcss-overflow-shorthand","3.0.4","pkg:npm/postcss-overflow-shorthand@3.0.4","CC0-1.0"
"postcss-page-break","3.0.4","pkg:npm/postcss-page-break@3.0.4","MIT"
"postcss-place","7.0.5","pkg:npm/postcss-place@7.0.5","CC0-1.0"
"postcss-preset-env","7.8.3","pkg:npm/postcss-preset-env@7.8.3","CC0-1.0"
"postcss-pseudo-class-any-link","7.1.6","pkg:npm/postcss-pseudo-class-any-link@7.1.6","CC0-1.0"
"postcss-reduce-initial","5.1.2","pkg:npm/postcss-reduce-initial@5.1.2","MIT"
"postcss-reduce-transforms","5.1.0","pkg:npm/postcss-reduce-transforms@5.1.0","MIT"
"postcss-replace-overflow-wrap","4.0.0","pkg:npm/postcss-replace-overflow-wrap@4.0.0","MIT"
"postcss-selector-not","6.0.1","pkg:npm/postcss-selector-not@6.0.1","MIT"
"postcss-selector-parser","6.1.2","pkg:npm/postcss-selector-parser@6.1.2","MIT"
"postcss-selector-parser","7.1.0","pkg:npm/postcss-selector-parser@7.1.0","MIT"
"postcss-svgo","5.1.0","pkg:npm/postcss-svgo@5.1.0","MIT"
"postcss-unique-selectors","5.1.1","pkg:npm/postcss-unique-selectors@5.1.1","MIT"
"postcss-value-parser","4.2.0","pkg:npm/postcss-value-parser@4.2.0","MIT"
