"Name","Version","Purl","License"
"prelude-ls","1.1.2","pkg:npm/prelude-ls@1.1.2",""
"prelude-ls","1.2.1","pkg:npm/prelude-ls@1.2.1","MIT"
"p-retry","6.2.1","pkg:npm/p-retry@6.2.1","MIT"
"prettier","2.8.8","pkg:npm/prettier@2.8.8","MIT"
"prettier-linter-helpers","1.0.0","pkg:npm/prettier-linter-helpers@1.0.0","MIT"
"pretty-bytes","5.6.0","pkg:npm/pretty-bytes@5.6.0","MIT"
"pretty-error","4.0.0","pkg:npm/pretty-error@4.0.0","MIT"
"pretty-format","27.5.1","pkg:npm/pretty-format@27.5.1","MIT"
"pretty-format","28.1.3","pkg:npm/pretty-format@28.1.3","MIT"
"process-nextick-args","2.0.1","pkg:npm/process-nextick-args@2.0.1","MIT"
"promise","8.3.0","pkg:npm/promise@8.3.0","MIT"
"prompts","2.4.2","pkg:npm/prompts@2.4.2","MIT"
"property-expr","2.0.6","pkg:npm/property-expr@2.0.6","MIT"
"prop-types","15.8.1","pkg:npm/prop-types@15.8.1","MIT"
"proxy-addr","2.0.7","pkg:npm/proxy-addr@2.0.7","MIT"
"psl","1.15.0","pkg:npm/psl@1.15.0","MIT"
"p-try","2.2.0","pkg:npm/p-try@2.2.0","MIT"
"punycode","2.3.1","pkg:npm/punycode@2.3.1","MIT"
"qs","6.13.0","pkg:npm/qs@6.13.0","BSD-3-Clause"
"querystringify","2.2.0","pkg:npm/querystringify@2.2.0","MIT"
"queue-microtask","1.2.3","pkg:npm/queue-microtask@1.2.3","MIT"
"raf","3.4.1","pkg:npm/raf@3.4.1","MIT"
"railroad-diagrams","1.0.0","pkg:npm/railroad-diagrams@1.0.0","CC0-1.0"
"randexp","0.4.6","pkg:npm/randexp@0.4.6","MIT"
"randombytes","2.1.0","pkg:npm/randombytes@2.1.0","MIT"
"range-parser","1.2.1","pkg:npm/range-parser@1.2.1","MIT"
"raw-body","2.5.2","pkg:npm/raw-body@2.5.2","MIT"
"react","18.2.0","pkg:npm/react@18.2.0","MIT"
"react-app-polyfill","3.0.0","pkg:npm/react-app-polyfill@3.0.0","MIT"
"react-chartjs-2","5.2.0","pkg:npm/react-chartjs-2@5.2.0","MIT"
"react-dev-utils","12.0.1","pkg:npm/react-dev-utils@12.0.1","MIT"
"react-dom","18.2.0","pkg:npm/react-dom@18.2.0","MIT"
"react-error-overlay","6.1.0","pkg:npm/react-error-overlay@6.1.0","MIT"
"react-github-btn","1.4.0","pkg:npm/react-github-btn@1.4.0","BSD-2-Clause"
"react-is","16.13.1","pkg:npm/react-is@16.13.1","MIT"
"react-is","17.0.2","pkg:npm/react-is@17.0.2","MIT"
"react-is","18.3.1","pkg:npm/react-is@18.3.1","MIT"
"react-is","19.1.1","pkg:npm/react-is@19.1.1","MIT"
"react-refresh","0.11.0","pkg:npm/react-refresh@0.11.0","MIT"
"react-router","6.11.0","pkg:npm/react-router@6.11.0","MIT"
"react-router-dom","6.11.0","pkg:npm/react-router-dom@6.11.0","MIT"
"react-scripts","5.0.1","pkg:npm/react-scripts@5.0.1","MIT"
"react-table","7.8.0","pkg:npm/react-table@7.8.0","MIT"
"react-transition-group","4.4.5","pkg:npm/react-transition-group@4.4.5","BSD-3-Clause"
"readable-stream","2.3.8","pkg:npm/readable-stream@2.3.8","MIT"
"readable-stream","3.6.2","pkg:npm/readable-stream@3.6.2","MIT"
"read-cache","1.0.0","pkg:npm/read-cache@1.0.0","MIT"
"readdirp","3.6.0","pkg:npm/readdirp@3.6.0","MIT"
"recursive-readdir","2.2.3","pkg:npm/recursive-readdir@2.2.3","MIT"
"reflect.getprototypeof","1.0.10","pkg:npm/reflect.getprototypeof@1.0.10","MIT"
"regenerate","1.4.2","pkg:npm/regenerate@1.4.2","MIT"
"regenerate-unicode-properties","10.2.0","pkg:npm/regenerate-unicode-properties@10.2.0","MIT"
"regenerator-runtime","0.13.11","pkg:npm/regenerator-runtime@0.13.11","MIT"
"regexp.prototype.flags","1.5.4","pkg:npm/regexp.prototype.flags@1.5.4","MIT"
"regex-parser","2.3.1","pkg:npm/regex-parser@2.3.1","MIT"
"regexpu-core","6.2.0","pkg:npm/regexpu-core@6.2.0","MIT"
"regjsgen","0.8.0","pkg:npm/regjsgen@0.8.0","MIT"
"regjsparser","0.12.0","pkg:npm/regjsparser@0.12.0","BSD-2-Clause"
"relateurl","0.2.7","pkg:npm/relateurl@0.2.7","MIT"
"renderkid","3.0.0","pkg:npm/renderkid@3.0.0","MIT"
"require-directory","2.1.1","pkg:npm/require-directory@2.1.1","MIT"
"require-from-string","2.0.2","pkg:npm/require-from-string@2.0.2","MIT"
"requires-port","1.0.0","pkg:npm/requires-port@1.0.0","MIT"
"resolve","1.22.10","pkg:npm/resolve@1.22.10","MIT"
"resolve","2.0.0-next.5","pkg:npm/resolve@2.0.0-next.5","MIT"
"resolve.exports","1.1.1","pkg:npm/resolve.exports@1.1.1","MIT"
"resolve-cwd","3.0.0","pkg:npm/resolve-cwd@3.0.0","MIT"
"resolve-from","4.0.0","pkg:npm/resolve-from@4.0.0","MIT"
"resolve-from","5.0.0","pkg:npm/resolve-from@5.0.0","MIT"
"resolve-url-loader","4.0.0","pkg:npm/resolve-url-loader@4.0.0","MIT"
"ret","0.1.15","pkg:npm/ret@0.1.15","MIT"
"retry","0.13.1","pkg:npm/retry@0.13.1","MIT"
"reusify","1.1.0","pkg:npm/reusify@1.1.0","MIT"
"rimraf","3.0.2","pkg:npm/rimraf@3.0.2","ISC"
"rollup","2.79.2","pkg:npm/rollup@2.79.2","MIT"
"rollup-plugin-terser","7.0.2","pkg:npm/rollup-plugin-terser@7.0.2","MIT"
"run-applescript","7.1.0","pkg:npm/run-applescript@7.1.0","MIT"
"run-parallel","1.2.0","pkg:npm/run-parallel@1.2.0","MIT"
"safe-array-concat","1.1.3","pkg:npm/safe-array-concat@1.1.3","MIT"
"safe-buffer","5.1.2","pkg:npm/safe-buffer@5.1.2","MIT"
"safe-buffer","5.2.1","pkg:npm/safe-buffer@5.2.1","MIT"
"safe-push-apply","1.0.0","pkg:npm/safe-push-apply@1.0.0","MIT"
"safer-buffer","2.1.2","pkg:npm/safer-buffer@2.1.2","MIT"
"safe-regex-test","1.1.0","pkg:npm/safe-regex-test@1.1.0","MIT"
"sanitize.css","13.0.0","pkg:npm/sanitize.css@13.0.0","CC0-1.0"
"sass-loader","12.6.0","pkg:npm/sass-loader@12.6.0","MIT"
"saxes","5.0.1","pkg:npm/saxes@5.0.1","ISC"
"scheduler","0.23.2","pkg:npm/scheduler@0.23.2","MIT"
"schema-utils","2.7.0","pkg:npm/schema-utils@2.7.0","MIT"
"schema-utils","2.7.1","pkg:npm/schema-utils@2.7.1","MIT"
"schema-utils","3.3.0","pkg:npm/schema-utils@3.3.0","MIT"
"schema-utils","4.3.2","pkg:npm/schema-utils@4.3.2","MIT"
"schemes","1.4.0","pkg:npm/schemes@1.4.0","MIT"
"select-hose","2.0.0","pkg:npm/select-hose@2.0.0","MIT"
"selfsigned","2.4.1","pkg:npm/selfsigned@2.4.1","MIT"
"semver","6.3.1","pkg:npm/semver@6.3.1","ISC"
"semver","7.7.2","pkg:npm/semver@7.7.2","ISC"
"send","0.19.0","pkg:npm/send@0.19.0","MIT"
"serialize-javascript","4.0.0","pkg:npm/serialize-javascript@4.0.0","BSD-3-Clause"
"serialize-javascript","6.0.2","pkg:npm/serialize-javascript@6.0.2","BSD-3-Clause"
"serve-index","1.9.1","pkg:npm/serve-index@1.9.1","MIT"
"serve-static","1.16.2","pkg:npm/serve-static@1.16.2","MIT"
"set-function-length","1.2.2","pkg:npm/set-function-length@1.2.2","MIT"
"set-function-name","2.0.2","pkg:npm/set-function-name@2.0.2","MIT"
"set-proto","1.0.0","pkg:npm/set-proto@1.0.0","MIT"
"setprototypeof","1.1.0","pkg:npm/setprototypeof@1.1.0","ISC"
"setprototypeof","1.2.0","pkg:npm/setprototypeof@1.2.0","ISC"
"shebang-command","2.0.0","pkg:npm/shebang-command@2.0.0","MIT"
"shebang-regex","3.0.0","pkg:npm/shebang-regex@3.0.0","MIT"
"shell-quote","1.8.3","pkg:npm/shell-quote@1.8.3","MIT"
"side-channel","1.1.0","pkg:npm/side-channel@1.1.0","MIT"
"side-channel-list","1.0.0","pkg:npm/side-channel-list@1.0.0","MIT"
"side-channel-map","1.0.1","pkg:npm/side-channel-map@1.0.1","MIT"
"side-channel-weakmap","1.0.2","pkg:npm/side-channel-weakmap@1.0.2","MIT"
"signal-exit","3.0.7","pkg:npm/signal-exit@3.0.7","ISC"
"signal-exit","4.1.0","pkg:npm/signal-exit@4.1.0","ISC"
"sisteransi","1.0.5","pkg:npm/sisteransi@1.0.5","MIT"
"slash","3.0.0","pkg:npm/slash@3.0.0","MIT"
"slash","4.0.0","pkg:npm/slash@4.0.0","MIT"
"smtp-address-parser","1.1.0","pkg:npm/smtp-address-parser@1.1.0","MIT"
"sockjs","0.3.24","pkg:npm/sockjs@0.3.24","MIT"
"source-list-map","2.0.1","pkg:npm/source-list-map@2.0.1","MIT"
"source-map","0.5.7","pkg:npm/source-map@0.5.7","BSD-3-Clause"
"source-map","0.6.1","pkg:npm/source-map@0.6.1","BSD-3-Clause"
"source-map","0.7.6","pkg:npm/source-map@0.7.6","BSD-3-Clause"
"source-map","0.8.0-beta.0","pkg:npm/source-map@0.8.0-beta.0","BSD-3-Clause"
"sourcemap-codec","1.4.8","pkg:npm/sourcemap-codec@1.4.8","MIT"
"source-map-js","1.2.1","pkg:npm/source-map-js@1.2.1","BSD-3-Clause"
"source-map-loader","3.0.2","pkg:npm/source-map-loader@3.0.2","MIT"
"source-map-support","0.5.21","pkg:npm/source-map-support@0.5.21","MIT"
"spdy","4.0.2","pkg:npm/spdy@4.0.2","MIT"
"spdy-transport","3.0.0","pkg:npm/spdy-transport@3.0.0","MIT"
"sprintf-js","1.0.3","pkg:npm/sprintf-js@1.0.3","BSD-3-Clause"
"stackframe","1.3.4","pkg:npm/stackframe@1.3.4","MIT"
"stack-utils","2.0.6","pkg:npm/stack-utils@2.0.6","MIT"
"static-eval","2.0.2","pkg:npm/static-eval@2.0.2","MIT"
"statuses","1.5.0","pkg:npm/statuses@1.5.0","MIT"
"statuses","2.0.1","pkg:npm/statuses@2.0.1","MIT"
"stop-iteration-iterator","1.1.0","pkg:npm/stop-iteration-iterator@1.1.0","MIT"
"string.prototype.matchall","4.0.12","pkg:npm/string.prototype.matchall@4.0.12","MIT"
"string.prototype.trim","1.2.10","pkg:npm/string.prototype.trim@1.2.10","MIT"
"string.prototype.trimend","1.0.9","pkg:npm/string.prototype.trimend@1.0.9","MIT"
"string.prototype.trimstart","1.0.8","pkg:npm/string.prototype.trimstart@1.0.8","MIT"
"string_decoder","1.1.1","pkg:npm/string_decoder@1.1.1","MIT"
"string_decoder","1.3.0","pkg:npm/string_decoder@1.3.0","MIT"
"stringify-object","3.3.0","pkg:npm/stringify-object@3.3.0","BSD-2-Clause"
"string-length","4.0.2","pkg:npm/string-length@4.0.2","MIT"
"string-length","5.0.1","pkg:npm/string-length@5.0.1","MIT"
"string-natural-compare","3.0.1","pkg:npm/string-natural-compare@3.0.1","MIT"
"string-width","4.2.3","pkg:npm/string-width@4.2.3","MIT"
"string-width","5.1.2","pkg:npm/string-width@5.1.2","MIT"
"strip-ansi","6.0.1","pkg:npm/strip-ansi@6.0.1","MIT"
"strip-ansi","7.1.0","pkg:npm/strip-ansi@7.1.0","MIT"
"strip-bom","3.0.0","pkg:npm/strip-bom@3.0.0","MIT"
"strip-bom","4.0.0","pkg:npm/strip-bom@4.0.0","MIT"
"strip-comments","2.0.1","pkg:npm/strip-comments@2.0.1","MIT"
"strip-final-newline","2.0.0","pkg:npm/strip-final-newline@2.0.0","MIT"
"strip-json-comments","3.1.1","pkg:npm/strip-json-comments@3.1.1","MIT"
"stylehacks","5.1.1","pkg:npm/stylehacks@5.1.1","MIT"
"style-loader","3.3.4","pkg:npm/style-loader@3.3.4","MIT"
"stylis","4.1.4","pkg:npm/stylis@4.1.4","MIT"
"stylis","4.2.0","pkg:npm/stylis@4.2.0","MIT"
"stylis-plugin-rtl","2.1.1","pkg:npm/stylis-plugin-rtl@2.1.1","MIT"
"sucrase","3.35.0","pkg:npm/sucrase@3.35.0","MIT"
"supports-color","7.2.0","pkg:npm/supports-color@7.2.0","MIT"
"supports-color","8.1.1","pkg:npm/supports-color@8.1.1","MIT"
"supports-hyperlinks","2.3.0","pkg:npm/supports-hyperlinks@2.3.0","MIT"
"supports-preserve-symlinks-flag","1.0.0","pkg:npm/supports-preserve-symlinks-flag@1.0.0","MIT"
"svgo","3.0.2","pkg:npm/svgo@3.0.2","MIT"
"svg-parser","2.0.4","pkg:npm/svg-parser@2.0.4","MIT"
"symbol-tree","3.2.4","pkg:npm/symbol-tree@3.2.4","MIT"
"tailwindcss","3.4.17","pkg:npm/tailwindcss@3.4.17","MIT"
"tapable","1.1.3","pkg:npm/tapable@1.1.3","MIT"
"tapable","2.2.3","pkg:npm/tapable@2.2.3","MIT"
"temp-dir","2.0.0","pkg:npm/temp-dir@2.0.0","MIT"
"tempy","0.6.0","pkg:npm/tempy@0.6.0","MIT"
"terminal-link","2.1.1","pkg:npm/terminal-link@2.1.1","MIT"
"terser","5.43.1","pkg:npm/terser@5.43.1","BSD-2-Clause"
"terser-webpack-plugin","5.3.14","pkg:npm/terser-webpack-plugin@5.3.14","MIT"
"test-exclude","6.0.0","pkg:npm/test-exclude@6.0.0","ISC"
"text-table","0.2.0","pkg:npm/text-table@0.2.0","MIT"
"thenify","3.3.1","pkg:npm/thenify@3.3.1","MIT"
"thenify-all","1.6.0","pkg:npm/thenify-all@1.6.0","MIT"
"thingies","2.5.0","pkg:npm/thingies@2.5.0","MIT"
"throat","6.0.2","pkg:npm/throat@6.0.2","MIT"
"thunky","1.1.0","pkg:npm/thunky@1.1.0","MIT"
"tiny-case","1.0.3","pkg:npm/tiny-case@1.0.3","MIT"
"tmpl","1.0.5","pkg:npm/tmpl@1.0.5","BSD-3-Clause"
"toidentifier","1.0.1","pkg:npm/toidentifier@1.0.1","MIT"
"toposort","2.0.2","pkg:npm/toposort@2.0.2","MIT"
"to-regex-range","5.0.1","pkg:npm/to-regex-range@5.0.1","MIT"
"tough-cookie","4.1.4","pkg:npm/tough-cookie@4.1.4","BSD-3-Clause"
"tr46","1.0.1","pkg:npm/tr46@1.0.1","MIT"
"tr46","2.1.0","pkg:npm/tr46@2.1.0","MIT"
"tree-dump","1.1.0","pkg:npm/tree-dump@1.1.0","Apache-2.0"
"tryer","1.0.1","pkg:npm/tryer@1.0.1","MIT"
"tsconfig-paths","3.15.0","pkg:npm/tsconfig-paths@3.15.0","MIT"
"ts-interface-checker","0.1.13","pkg:npm/ts-interface-checker@0.1.13","Apache-2.0"
"tslib","1.14.1","pkg:npm/tslib@1.14.1","0BSD"
"tslib","2.8.1","pkg:npm/tslib@2.8.1","0BSD"
"tsutils","3.21.0","pkg:npm/tsutils@3.21.0","MIT"
"type-check","0.3.2","pkg:npm/type-check@0.3.2","MIT"
"type-check","0.4.0","pkg:npm/type-check@0.4.0","MIT"
"typed-array-buffer","1.0.3","pkg:npm/typed-array-buffer@1.0.3","MIT"
"typed-array-byte-length","1.0.3","pkg:npm/typed-array-byte-length@1.0.3","MIT"
"typed-array-byte-offset","1.0.4","pkg:npm/typed-array-byte-offset@1.0.4","MIT"
"typed-array-length","1.0.7","pkg:npm/typed-array-length@1.0.7","MIT"
"typedarray-to-buffer","3.1.5","pkg:npm/typedarray-to-buffer@3.1.5","MIT"
"type-detect","4.0.8","pkg:npm/type-detect@4.0.8","MIT"
"type-fest","0.16.0","pkg:npm/type-fest@0.16.0","(MIT OR CC0-1.0)"
"type-fest","0.20.2","pkg:npm/type-fest@0.20.2","(MIT OR CC0-1.0)"
"type-fest","0.21.3","pkg:npm/type-fest@0.21.3","(MIT OR CC0-1.0)"
"type-fest","2.19.0","pkg:npm/type-fest@2.19.0","(MIT OR CC0-1.0)"
"type-is","1.6.18","pkg:npm/type-is@1.6.18","MIT"
"unbox-primitive","1.1.0","pkg:npm/unbox-primitive@1.1.0","MIT"
"underscore","1.12.1","pkg:npm/underscore@1.12.1","MIT"
"undici-types","7.10.0","pkg:npm/undici-types@7.10.0","MIT"
"unicode-canonical-property-names-ecmascript","2.0.1","pkg:npm/unicode-canonical-property-names-ecmascript@2.0.1","MIT"
"unicode-match-property-ecmascript","2.0.0","pkg:npm/unicode-match-property-ecmascript@2.0.0","MIT"
"unicode-match-property-value-ecmascript","2.2.0","pkg:npm/unicode-match-property-value-ecmascript@2.2.0","MIT"
"unicode-property-aliases-ecmascript","2.1.0","pkg:npm/unicode-property-aliases-ecmascript@2.1.0","MIT"
"unique-string","2.0.0","pkg:npm/unique-string@2.0.0","MIT"
"universalify","0.2.0","pkg:npm/universalify@0.2.0","MIT"
"universalify","2.0.1","pkg:npm/universalify@2.0.1","MIT"
"unpipe","1.0.0","pkg:npm/unpipe@1.0.0","MIT"
"upath","1.2.0","pkg:npm/upath@1.2.0","MIT"
"update-browserslist-db","1.1.3","pkg:npm/update-browserslist-db@1.1.3","MIT"
"uri-js","4.4.1","pkg:npm/uri-js@4.4.1","BSD-2-Clause"
"url-parse","1.5.10","pkg:npm/url-parse@1.5.10","MIT"
"utila","0.4.0","pkg:npm/utila@0.4.0","MIT"
"util-deprecate","1.0.2","pkg:npm/util-deprecate@1.0.2","MIT"
"utils-merge","1.0.1","pkg:npm/utils-merge@1.0.1","MIT"
"uuid","8.3.2","pkg:npm/uuid@8.3.2","MIT"
"v8-to-istanbul","8.1.1","pkg:npm/v8-to-istanbul@8.1.1","ISC"
"vary","1.1.2","pkg:npm/vary@1.1.2","MIT"
"w3c-hr-time","1.0.2","pkg:npm/w3c-hr-time@1.0.2","MIT"
"w3c-xmlserializer","2.0.0","pkg:npm/w3c-xmlserializer@2.0.0","MIT"
"walker","1.0.8","pkg:npm/walker@1.0.8","Apache-2.0"
"watchpack","2.4.4","pkg:npm/watchpack@2.4.4","MIT"
"wbuf","1.7.3","pkg:npm/wbuf@1.7.3","MIT"
"webidl-conversions","4.0.2","pkg:npm/webidl-conversions@4.0.2","BSD-2-Clause"
"webidl-conversions","5.0.0","pkg:npm/webidl-conversions@5.0.0","BSD-2-Clause"
"webidl-conversions","6.1.0","pkg:npm/webidl-conversions@6.1.0","BSD-2-Clause"
"webpack","5.101.3","pkg:npm/webpack@5.101.3","MIT"
"webpack-dev-middleware","7.4.4","pkg:npm/webpack-dev-middleware@7.4.4","MIT"
"webpack-dev-server","5.2.2","pkg:npm/webpack-dev-server@5.2.2","MIT"
"webpack-manifest-plugin","4.1.1","pkg:npm/webpack-manifest-plugin@4.1.1","MIT"
"webpack-sources","1.4.3","pkg:npm/webpack-sources@1.4.3","MIT"
"webpack-sources","2.3.1","pkg:npm/webpack-sources@2.3.1","MIT"
"webpack-sources","3.3.3","pkg:npm/webpack-sources@3.3.3","MIT"
"websocket-driver","0.7.4","pkg:npm/websocket-driver@0.7.4","Apache-2.0"
"websocket-extensions","0.1.4","pkg:npm/websocket-extensions@0.1.4","Apache-2.0"
"whatwg-encoding","1.0.5","pkg:npm/whatwg-encoding@1.0.5","MIT"
"whatwg-fetch","3.6.20","pkg:npm/whatwg-fetch@3.6.20","MIT"
"whatwg-mimetype","2.3.0","pkg:npm/whatwg-mimetype@2.3.0","MIT"
"whatwg-url","7.1.0","pkg:npm/whatwg-url@7.1.0","MIT"
"whatwg-url","8.7.0","pkg:npm/whatwg-url@8.7.0","MIT"
"which","1.3.1","pkg:npm/which@1.3.1","ISC"
"which","2.0.2","pkg:npm/which@2.0.2","ISC"
"which-boxed-primitive","1.1.1","pkg:npm/which-boxed-primitive@1.1.1","MIT"
"which-builtin-type","1.2.1","pkg:npm/which-builtin-type@1.2.1","MIT"
"which-collection","1.0.2","pkg:npm/which-collection@1.0.2","MIT"
"which-typed-array","1.1.19","pkg:npm/which-typed-array@1.1.19","MIT"
"word-wrap","1.2.5","pkg:npm/word-wrap@1.2.5","MIT"
"workbox-background-sync","6.6.0","pkg:npm/workbox-background-sync@6.6.0","MIT"
"workbox-broadcast-update","6.6.0","pkg:npm/workbox-broadcast-update@6.6.0","MIT"
"workbox-build","6.6.0","pkg:npm/workbox-build@6.6.0","MIT"
"workbox-cacheable-response","6.6.0","pkg:npm/workbox-cacheable-response@6.6.0","MIT"
"workbox-core","6.6.0","pkg:npm/workbox-core@6.6.0","MIT"
"workbox-expiration","6.6.0","pkg:npm/workbox-expiration@6.6.0","MIT"
"workbox-google-analytics","6.6.0","pkg:npm/workbox-google-analytics@6.6.0","MIT"
"workbox-navigation-preload","6.6.0","pkg:npm/workbox-navigation-preload@6.6.0","MIT"
"workbox-precaching","6.6.0","pkg:npm/workbox-precaching@6.6.0","MIT"
"workbox-range-requests","6.6.0","pkg:npm/workbox-range-requests@6.6.0","MIT"
"workbox-recipes","6.6.0","pkg:npm/workbox-recipes@6.6.0","MIT"
"workbox-routing","6.6.0","pkg:npm/workbox-routing@6.6.0","MIT"
"workbox-strategies","6.6.0","pkg:npm/workbox-strategies@6.6.0","MIT"
"workbox-streams","6.6.0","pkg:npm/workbox-streams@6.6.0","MIT"
"workbox-sw","6.6.0","pkg:npm/workbox-sw@6.6.0","MIT"
"workbox-webpack-plugin","6.6.0","pkg:npm/workbox-webpack-plugin@6.6.0","MIT"
"workbox-window","6.6.0","pkg:npm/workbox-window@6.6.0","MIT"
"wrap-ansi","7.0.0","pkg:npm/wrap-ansi@7.0.0","MIT"
"wrap-ansi","8.1.0","pkg:npm/wrap-ansi@8.1.0","MIT"
"wrappy","1.0.2","pkg:npm/wrappy@1.0.2","ISC"
"write-file-atomic","3.0.3","pkg:npm/write-file-atomic@3.0.3","ISC"
"ws","7.5.10","pkg:npm/ws@7.5.10","MIT"
"ws","8.18.3","pkg:npm/ws@8.18.3","MIT"
"wsl-utils","0.1.0","pkg:npm/wsl-utils@0.1.0","MIT"
"xmlchars","2.2.0","pkg:npm/xmlchars@2.2.0","MIT"
"xml-name-validator","3.0.0","pkg:npm/xml-name-validator@3.0.0","Apache-2.0"
"y18n","5.0.8","pkg:npm/y18n@5.0.8","ISC"
"yallist","3.1.1","pkg:npm/yallist@3.1.1","ISC"
"yaml","1.10.2","pkg:npm/yaml@1.10.2","ISC"
"yaml","2.8.1","pkg:npm/yaml@2.8.1","ISC"
"yargs","16.2.0","pkg:npm/yargs@16.2.0","MIT"
"yargs-parser","20.2.9","pkg:npm/yargs-parser@20.2.9","ISC"
"yocto-queue","0.1.0","pkg:npm/yocto-queue@0.1.0","MIT"
"yup","1.1.1","pkg:npm/yup@1.1.1","MIT"
